asset_id,ticker,name,category,subcategory,issuer_cik,series_name,offering_date,offering_price,shares,market_cap_usd,last_price_usd,source_url,source_confidence,rarity_score,status,trading_state,lifecycle_event_type,lifecycle_event_status,lifecycle_event_date,status_updated_at,buyout_offer_date,buyout_offer_price_per_share,buyout_offer_total_value,buyout_reference_price,buyout_reference_price_date,buyout_premium_pct,buyout_vote_yes_pct,buyout_vote_no_pct,buyout_vote_advisory_pct,buyout_vote_as_of,buyout_vote_provisional,buyout_notes,notes,underlying_collectible,significance,publisher,publication_year,issue_number,grade,exit_date,exit_price_per_share,exit_value_total,exit_type
rally-11bm1,11BM1,2011 BMW 1M,cars,classic cars,,,2019-01-01,42.0,2000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2019-01.,,,,,,,,,,
rally-catcher,CATCHER,J.D. Salinger's The Catcher in the Rye,books,rare books,,,2020-06-01,25.0,500,,,,1.0,0.5,exited,inactive,other_exit,completed,2026-07-20,,,,,,,,,,,,,,Exited Books asset; no quarterly price observations added.,,,,,,,2026-07-20,27.95,13975.0,other
rally-einstein,EINSTEIN,"Albert Einstein's Philosopher-Scientist, Signed First Edition",books,rare books,,,2019-12-01,7.25,2000,,,,1.0,0.5,exited,inactive,other_exit,completed,2026-02-09,,,,,,,,,,,,,,Exited Books asset; no quarterly price observations added.,,,,,,,2026-02-09,8.27,16540.0,other
rally-federal,FEDERAL,"Hamilton, Madison, and Jay's The Federalist, First Edition",books,rare books,,,2021-01-01,15.0,10000,,,,1.0,0.5,exited,inactive,other_exit,completed,2024-09-19,,,,,,,,,,,,,,Exited Books asset; no quarterly price observations added.,,,,,,,2024-09-19,19.5,195000.0,other
rally-hobbit,HOBBIT,"J.R.R. Tolkien's The Hobbit, First Edition",books,rare books,,,2021-12-01,8.0,10000,,,,1.0,0.5,exited,inactive,other_exit,completed,2024-11-13,,,,,,,,,,,,,,Exited Books asset; no quarterly price observations added.,,,,,,,2024-11-13,9.0,90000.0,other
rally-potter,POTTER,J.K. Rowling's Harry Potter and the Philosopher's Stone,books,rare books,,,2019-11-01,24.0,3000,,,,1.0,0.5,exited,inactive,other_exit,completed,2024-02-13,,,,,,,,,,,,,,Exited Books asset; no quarterly price observations added. Exact total exit value is authoritative; per-share exit price is derived from it.,,,,,,,2024-02-13,44.16666666666666,132500.0,other
rally-warhol1,WARHOL1,"1967 Andy Warhol Marilyn Monroe Print, Signed",art,art,,,2022-05-01,10.0,17000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,,,,,,,,,,
rally-grateful1,GRATEFUL1,1966 Grateful Dead Skeleton and Roses Poster,art,art,,,2022-10-01,10.0,12500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-10. No price history has been ingested.,,,,,,,,,,
rally-warhol2,WARHOL2,"1969 Andy Warhol Campbell’s Soup Print, Signed",art,art,,,2022-07-01,10.0,6500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,,,,,,,,,,
rally-sachs1,SACHS1,Tom Sachs Rocket Factory “Game Changer”,art,art,,,2022-05-01,10.0,2150,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.,,,,,,,,,,
rally-andypele,ANDYPELE,1977 Andy Warhol Pelé Polaroid,art,art,,,2022-08-01,4.0,6500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,,,,,,,,,,
rally-hirst1,HIRST1,"Damien Hirst, The Currency, Painting",art,art,,,2022-03-01,4.0,5000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Currently trading. Submitted offering_date was 2022-03. No price history has been ingested.,,,,,,,,,,
rally-gold1,GOLD1,172 GM Gold Nugget,precious minerals,precious minerals,,,2022-04-01,4.0,4000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Alaska gold nugget weighing 172 grams. Currently trading. Submitted offering_date was 2022-04. No price history has been ingested.,,,,,,,,,,
rally-meteorite,METEORITE,Lunar Meteorite,precious minerals,meteorites,,,2021-08-01,20.0,17500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Lunar meteorite. Currently trading. Submitted offering_date was 2021-08. No price history has been ingested.,,,,,,,,,,
rally-1857coin,1857COIN,1857 “Ship of Gold” Coin,coins,coins,,,2022-08-01,5.0,5000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Rare 1857-S $20 gold coin salvaged from the SS Central America. Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.,,,,,,,,,,
rally-justinian,JUSTINIAN,First Depiction of Christ on a Coin,coins,ancient coins,,,2021-12-01,9.0,2000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Coin dated to approximately 695 AD featuring the first depiction of Christ on a coin. Currently trading. Submitted offering_date was 2021-12. No price history has been ingested.,,,,,,,,,,
rally-croesus,CROESUS,561–546 BC First Gold Coin,coins,ancient coins,,,2022-07-01,8.0,8000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Ancient Lydian gold coin associated with King Croesus and the early development of gold coinage. Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.,,,,,,,,,,
rally-super21,SUPER21,1943 DC Comics Superman #21,comics,comics,,,2020-05-01,1.0,8500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-05. No Comics price history has been ingested.,Superman #21,,DC Comics,1943.0,21.0,,,,,
rally-batman3,BATMAN3,1940 DC Comics Batman #3,comics,comics,,,2020-02-01,78.0,1000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-02. No Comics price history has been ingested.,Batman #3,,DC Comics,1940.0,3.0,,,,,
rally-starwars1,STARWARS1,1977 Marvel Star Wars #1,comics,comics,,,2020-07-01,1.0,12000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,Star Wars #1,,Marvel,1977.0,1.0,,,,,
rally-avengers57,AVENGERS57,1968 Marvel The Avengers #57,comics,comics,,,2020-12-01,1.0,20000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-12. No Comics price history has been ingested.,The Avengers #57,,Marvel,1968.0,57.0,,,,,
rally-fan45,FAN45,1962 Marvel Fantastic Four #5,comics,comics,,,2021-03-01,8.0,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of Doctor Doom. Submitted offering_date was 2021-03. No Comics price history has been ingested.,Fantastic Four #5,First appearance of Doctor Doom,Marvel,1962.0,5.0,,,,,
rally-batman2,BATMAN2,1940 DC Comics Batman #2,comics,comics,,,2021-05-01,10.0,8500,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2021-05. No Comics price history has been ingested.,Batman #2,,DC Comics,1940.0,2.0,,,,,
rally-spider1,SPIDER1,1963 Marvel The Amazing Spider-Man #1,comics,comics,,,2020-02-01,22.0,1000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-02. No Comics price history has been ingested.,The Amazing Spider-Man #1,,Marvel,1963.0,1.0,,,,,
rally-batman181,BATMAN181,1966 DC Comics Batman #181,comics,comics,,,2021-12-01,10.0,5000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of Poison Ivy. Submitted offering_date was 2021-12. No Comics price history has been ingested.,Batman #181,First appearance of Poison Ivy,DC Comics,1966.0,181.0,,,,,
rally-penguin,PENGUIN,1941 DC Comics Detective Comics #58,comics,comics,,,2021-11-01,6.0,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of the Penguin. Submitted offering_date was 2021-11. No Comics price history has been ingested.,Detective Comics #58,First appearance of the Penguin,DC Comics,1941.0,58.0,,,,,
rally-surfer4,SURFER4,1968 Marvel Silver Surfer #4,comics,comics,,,2021-11-01,8.0,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Silver Surfer battles Thor. Submitted offering_date was 2021-11. No Comics price history has been ingested.,Silver Surfer #4,Silver Surfer battles Thor,Marvel,1968.0,4.0,,,,,
rally-spider129,SPIDER129,1974 Marvel The Amazing Spider-Man #129,comics,comics,,,2021-10-01,4.0,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of the Punisher. Submitted offering_date was 2021-10. No Comics price history has been ingested.,The Amazing Spider-Man #129,First appearance of the Punisher,Marvel,1974.0,129.0,,,,,
rally-showcase4,SHOWCASE4,1956 DC Comics Showcase #4,comics,comics,,,2022-01-01,7.0,11000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of the Silver Age Flash. Submitted offering_date was 2022-01. No Comics price history has been ingested.,Showcase #4,First appearance of the Silver Age Flash,DC Comics,1956.0,4.0,,,,,
rally-hulk180,HULK180,1974 Marvel The Incredible Hulk #180,comics,comics,,,2021-12-01,4.2,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First cameo appearance of Wolverine. Submitted offering_date was 2021-12. No Comics price history has been ingested.,The Incredible Hulk #180,First cameo appearance of Wolverine,Marvel,1974.0,180.0,,,,,
rally-59flash,59FLASH,1959 DC Comics The Flash #105,comics,comics,,,2021-01-01,6.5,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2021-01. No Comics price history has been ingested.,The Flash #105,,DC Comics,1959.0,105.0,,,,,
rally-ac23,AC23,1940 DC Comics Action Comics #23,comics,comics,,,2021-05-01,7.0,4000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of Lex Luthor. Submitted offering_date was 2021-05. No Comics price history has been ingested.,Action Comics #23,First appearance of Lex Luthor,DC Comics,1940.0,23.0,,,,,
rally-spider10,SPIDER10,1964 Marvel The Amazing Spider-Man #10,comics,comics,,,2020-09-01,5.0,4200,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-09. No Comics price history has been ingested.,The Amazing Spider-Man #10,,Marvel,1964.0,10.0,,,,,
rally-flash123,FLASH123,1961 DC Comics The Flash #123,comics,comics,,,2021-06-01,8.0,3625,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Landmark multiverse story. Submitted offering_date was 2021-06. No Comics price history has been ingested.,The Flash #123,Landmark multiverse story,DC Comics,1961.0,123.0,,,,,
rally-xlxmen1,XLXMEN1,1975 Marvel Giant-Size X-Men #1,comics,comics,,,2021-08-01,8.0,8000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of the new X-Men team. Submitted offering_date was 2021-08. No Comics price history has been ingested.,Giant-Size X-Men #1,First appearance of the new X-Men team,Marvel,1975.0,1.0,,,,,
rally-xmen94,XMEN94,1975 Marvel X-Men #94,comics,comics,,,2021-08-01,6.5,10000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,New X-Men team enters the title series. Submitted offering_date was 2021-08. No Comics price history has been ingested.,X-Men #94,New X-Men team enters the title series,Marvel,1975.0,94.0,,,,,
rally-dracula10,DRACULA10,1973 Marvel Tomb of Dracula #10,comics,comics,,,2022-08-01,10.0,4000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,First appearance of Blade. Submitted offering_date was 2022-08. No Comics price history has been ingested.,Tomb of Dracula #10,First appearance of Blade,Marvel,1973.0,10.0,,,,,
rally-ghost1,GHOST1,1973 Marvel Ghost Rider #1,comics,comics,,,2021-10-01,7.0,2000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2021-10. No Comics price history has been ingested.,Ghost Rider #1,,Marvel,1973.0,1.0,,,,,
rally-captain3,CAPTAIN3,1941 Timely Comics Captain America Comics #3,comics,comics,,,2020-07-01,37.0,1000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,Captain America Comics #3,,Timely Comics,1941.0,3.0,,,,,
rally-superman6,SUPERMAN6,1940 DC Comics Superman #6,comics,comics,,,2022-07-01,8.0,3000,,,,1.0,0.5,trading,active,none,none,,,,,,,,,,,,,,,Submitted offering_date was 2022-07. No Comics price history has been ingested.,Superman #6,,DC Comics,1940.0,6.0,,,,,
rally-batman6,BATMAN6,1941 DC Comics Batman #6,comics,comics,,,2020-10-01,13.5,2000,,,,1.0,0.5,buyout_pending,halted,buyout_offer,pending,,,,11.0,22000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,Submitted offering_date was 2020-10. No Comics price history has been ingested.,Batman #6,,DC Comics,1941.0,6.0,,,,,
rally-wolverine,WOLVERINE,1974 Marvel The Incredible Hulk #181,comics,comics,,,2021-01-01,9.5,5000,,,,1.0,0.5,buyout_pending,halted,buyout_offer,pending,,,,11.4,57000.0,,,,,,,,,Pending offer metadata only; not an executed trade or completed exit.,First full appearance of Wolverine. Submitted offering_date was 2021-01. No Comics price history has been ingested.,The Incredible Hulk #181,First full appearance of Wolverine,Marvel,1974.0,181.0,,,,,
rally-batman,BATMAN,"1940 DC Comics Batman #1, CGC 8.0",comics,comics,,,2022-12-01,10.0,180000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2022-12. No Comics price history has been ingested.,"Batman #1, CGC 8.0",,DC Comics,1940.0,1.0,CGC 8.0,,11.11,2000000.0,buyout
rally-batman1,BATMAN1,"1940 DC Comics Batman #1, CGC 1.5",comics,comics,,,2020-06-01,71.0,1000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-06. No Comics price history has been ingested.,"Batman #1, CGC 1.5",,DC Comics,1940.0,1.0,CGC 1.5,,103.95,103950.0,buyout
rally-justise1,JUSTISE1,1960 DC Comics Justice League of America #1,comics,comics,,,2020-11-01,43.0,5000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-11. No Comics price history has been ingested.,Justice League of America #1,,DC Comics,1960.0,1.0,,,45.0,225000.0,buyout
rally-thor,THOR,1962 Marvel Journey into Mystery #83,comics,comics,,,2021-01-01,20.0,10750,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,First appearance of Thor. Submitted offering_date was 2021-01. No Comics price history has been ingested.,Journey into Mystery #83,First appearance of Thor,Marvel,1962.0,83.0,,,24.28,261000.0,buyout
rally-tmnt1,TMNT1,1984 Teenage Mutant Ninja Turtles #1,comics,comics,,,2020-07-01,65.0,1000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,Teenage Mutant Ninja Turtles #1,,,1984.0,1.0,,,100.0,100000.0,buyout
rally-af15,AF15,1962 Marvel Amazing Fantasy #15,comics,comics,,,2020-10-01,25.0,8000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,First appearance of Spider-Man. Submitted offering_date was 2020-10. No Comics price history has been ingested.,Amazing Fantasy #15,First appearance of Spider-Man,Marvel,1962.0,15.0,,,30.0,240000.0,buyout
rally-fan41,FAN41,1961 Marvel Fantastic Four #1,comics,comics,,,2020-08-01,52.5,2000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-08. No Comics price history has been ingested.,Fantastic Four #1,,Marvel,1961.0,1.0,,,63.0,126000.0,buyout
rally-xmen1,XMEN1,1963 Marvel X-Men #1,comics,comics,,,2021-03-01,20.0,12000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2021-03. No Comics price history has been ingested.,X-Men #1,,Marvel,1963.0,1.0,,,27.08,325000.0,buyout
rally-avengers1,AVENGERS1,1963 Marvel The Avengers #1,comics,comics,,,2020-12-01,54.0,5000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-12. No Comics price history has been ingested.,The Avengers #1,,Marvel,1963.0,1.0,,,65.0,325000.0,buyout
rally-tos39,TOS39,1963 Marvel Tales of Suspense #39,comics,comics,,,2020-08-01,45.0,3000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,First appearance of Iron Man. Submitted offering_date was 2020-08. No Comics price history has been ingested.,Tales of Suspense #39,First appearance of Iron Man,Marvel,1963.0,39.0,,,80.0,240000.0,buyout
rally-hulk1,HULK1,1962 Marvel The Incredible Hulk #1,comics,comics,,,2020-05-01,44.5,2000,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-05. No Comics price history has been ingested.,The Incredible Hulk #1,,Marvel,1962.0,1.0,,,58.0,116000.0,buyout
rally-daredev1,DAREDEV1,1964 Marvel Daredevil #1,comics,comics,,,2020-07-01,1.0,11500,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-07. No Comics price history has been ingested.,Daredevil #1,,Marvel,1964.0,1.0,,,1.92,22080.0,buyout
rally-super14,SUPER14,1942 DC Comics Superman #14,comics,comics,,,2020-11-01,25.0,5200,,,,1.0,0.5,exited,inactive,buyout,completed,,,,,,,,,,,,,,,Submitted offering_date was 2020-11. No Comics price history has been ingested.,Superman #14,,DC Comics,1942.0,14.0,,,30.0,156000.0,buyout
