asset_id,ticker,name,category,subcategory,brand,model,year,size,material,color,hardware,offering_date,offering_market_cap_usd,current_market_cap_usd,acquisition_cost_usd,last_trade_price,bid_price,ask_price,share_count,sec_filing_url,status,exit_date,exit_price_per_share,exit_market_cap_usd,total_return_at_exit,source_notes
rally-federal,FEDERAL,"Hamilton, Madison, and Jay's The Federalist, First Edition",books,rare books,,,,,,"Hamilton, Madison, and Jay's The Federalist, First Edition",,2021-01-01,150000.0,,,,,,10000.0,,exited,2024-09-19,19.5,195000.0,0.30000000000000004,Exited Books asset; no quarterly price observations added.
rally-hobbit,HOBBIT,"J.R.R. Tolkien's The Hobbit, First Edition",books,rare books,,,,,,"J.R.R. Tolkien's The Hobbit, First Edition",,2021-12-01,80000.0,,,,,,10000.0,,exited,2024-11-13,9.0,90000.0,0.125,Exited Books asset; no quarterly price observations added.
rally-potter,POTTER,J.K. Rowling's Harry Potter and the Philosopher's Stone,books,rare books,,,,,,J.K. Rowling's Harry Potter and the Philosopher's Stone,,2019-11-01,72000.0,,,,,,3000.0,,exited,2024-02-13,44.16666666666666,132500.0,0.8402777777777777,Exited Books asset; no quarterly price observations added. Exact total exit value is authoritative; per-share exit price is derived from it.
rally-warhol1,WARHOL1,"1967 Andy Warhol Marilyn Monroe Print, Signed",art,art,,,1967.0,,,"Andy Warhol Marilyn Monroe Print, Signed",,2022-05-01,170000.0,102000.0,,6.0,,,17000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.
rally-grateful1,GRATEFUL1,1966 Grateful Dead Skeleton and Roses Poster,art,art,,,1966.0,,,Grateful Dead Skeleton and Roses Poster,,2022-10-01,125000.0,90000.0,,7.2,,,12500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-10. No price history has been ingested.
rally-warhol2,WARHOL2,"1969 Andy Warhol Campbell’s Soup Print, Signed",art,art,,,1969.0,,,"Andy Warhol Campbells Soup Print, Signed",,2022-07-01,65000.0,46800.0,,7.2,,,6500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.
rally-sachs1,SACHS1,Tom Sachs Rocket Factory “Game Changer”,art,art,,,,,,Tom Sachs Rocket Factory Game Changer,,2022-05-01,21500.0,4300.0,,2.0,,,2150.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-05. No price history has been ingested.
rally-andypele,ANDYPELE,1977 Andy Warhol Pelé Polaroid,art,art,,,1977.0,,,Andy Warhol Pele Polaroid,,2022-08-01,26000.0,15600.0,,2.4,,,6500.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.
rally-hirst1,HIRST1,"Damien Hirst, The Currency, Painting",art,art,,,,,,"Damien Hirst, The Currency, Painting",,2022-03-01,20000.0,15000.0,,3.0,,,5000.0,,trading,,,,,Currently trading. Submitted offering_date was 2022-03. No price history has been ingested.
rally-gold1,GOLD1,172 GM Gold Nugget,precious minerals,precious minerals,,,,,,172 GM Gold Nugget,,2022-04-01,16000.0,40000.0,,10.0,,,4000.0,,trading,,,,,Alaska gold nugget weighing 172 grams. Currently trading. Submitted offering_date was 2022-04. No price history has been ingested.
rally-meteorite,METEORITE,Lunar Meteorite,precious minerals,meteorites,,,,,,Lunar Meteorite,,2021-08-01,350000.0,126875.0,,7.25,,,17500.0,,trading,,,,,Lunar meteorite. Currently trading. Submitted offering_date was 2021-08. No price history has been ingested.
rally-1857coin,1857COIN,1857 “Ship of Gold” Coin,coins,coins,,,,,,1857 Ship of Gold Coin,,2022-08-01,25000.0,80000.0,,16.0,,,5000.0,,trading,,,,,Rare 1857-S $20 gold coin salvaged from the SS Central America. Currently trading. Submitted offering_date was 2022-08. No price history has been ingested.
rally-justinian,JUSTINIAN,First Depiction of Christ on a Coin,coins,ancient coins,,,,,,First Depiction of Christ on a Coin,,2021-12-01,18000.0,30000.0,,15.0,,,2000.0,,trading,,,,,Coin dated to approximately 695 AD featuring the first depiction of Christ on a coin. Currently trading. Submitted offering_date was 2021-12. No price history has been ingested.
rally-croesus,CROESUS,561–546 BC First Gold Coin,coins,ancient coins,,,,,,561546 BC First Gold Coin,,2022-07-01,64000.0,66400.0,,8.3,,,8000.0,,trading,,,,,Ancient Lydian gold coin associated with King Croesus and the early development of gold coinage. Currently trading. Submitted offering_date was 2022-07. No price history has been ingested.
